ante_parent_cat,cons_parent_cat,co_count,ante_count,cons_count,support,confidence,lift,leverage
Chăm Sóc Bé,Sữa Nước,15,65,802,0.003386004514672686,0.23076923076923078,1.2746978707078458,0.0007296852468038051
"Đồ Chơi, Thú Bông","Tương Ớt, Tương Cà, Tương Đen",13,128,354,0.002934537246049661,0.1015625,1.2709657485875705,0.0006256337611911396
Rau Củ,"Tương Ớt, Tương Cà, Tương Đen",9,89,354,0.0020316027088036117,0.10112359550561797,1.265473243191773,0.0004261932544879208
"Bơ, Phô Mai",Cà Phê,25,210,417,0.0056433408577878106,0.11904761904761904,1.2647025236953293,0.00118115251542683
Thực Phẩm Đóng Hộp,Rượu,16,160,351,0.0036117381489841984,0.1,1.2621082621082622,0.0007500675162675986
"Nước Mắm, Nước Tương","Mì, Bún, Topokki Ăn Liền",15,29,1832,0.003386004514672686,0.5172413793103449,1.2507528986598404,0.0006788314844916408
"Đồ Chơi, Thú Bông","Hạt, Trái Cây Sấy",20,128,554,0.004514672686230248,0.15625,1.2494359205776173,0.0009013039556889455
Thực Phẩm Bổ Sung,Cà Phê,30,256,417,0.006772009029345372,0.1171875,1.24494154676259,0.0013323889548481774
"Pizza, Lẩu Đông Lạnh",Làm Sạch Cơ Thể,35,105,1189,0.007900677200902935,0.3333333333333333,1.2419400056069525,0.0015391161228847025
Chăm Sóc Da Mặt,Vệ Sinh,33,194,607,0.0074492099322799096,0.17010309278350516,1.2414443180081185,0.001448771713486439
Thời Trang Nam,Vệ Sinh,43,253,607,0.009706546275395033,0.16996047430830039,1.2404034615910555,0.0018812325158344759
Sữa,"Dụng Cụ Bếp, Phòng Ăn",26,83,1120,0.005869074492099322,0.3132530120481928,1.2390275387263339,0.0011322350687137253
Chăm Sóc Bé,"Hạt, Trái Cây Sấy",10,65,554,0.002257336343115124,0.15384615384615385,1.230213829491808,0.00042242253463711885
"Mì, Bún, Nui Khô",Sữa Nước,35,158,802,0.007900677200902935,0.22151898734177214,1.2236023864389658,0.0014437780574678098
"Đồ Chơi, Thú Bông",Bánh Các Loại,36,128,1025,0.008126410835214447,0.28125,1.215548780487805,0.001441026451090197
"Pizza, Lẩu Đông Lạnh","Sữa Chua, Váng Sữa",21,105,730,0.004740406320541761,0.2,1.2136986301369865,0.0008346539345423414
Chăm Sóc Da Mặt,Chăm Sóc Răng Miệng,66,194,1244,0.014898419864559819,0.3402061855670103,1.211505950210495,0.0026009814062746828
"Dầu Ăn, Gia Vị","Mì, Bún, Topokki Ăn Liền",13,26,1832,0.002934537246049661,0.5,1.209061135371179,0.0005074165983011379
"Mì, Bún, Nui Khô","Mì, Bún, Topokki Ăn Liền",78,158,1832,0.017607223476297968,0.4936708860759494,1.1937565640373666,0.0028577980015184797
"Pizza, Lẩu Đông Lạnh",Bánh Các Loại,29,105,1025,0.00654627539503386,0.2761904761904762,1.1936817653890825,0.001062171017431935
"Đồ Chơi, Thú Bông","Snack, Ăn Vặt",81,128,2351,0.018284424379232507,0.6328125,1.1924114738409186,0.002950435416231422
"Chả Giò, Cá Viên",Sữa Nước,59,274,802,0.013318284424379233,0.21532846715328466,1.1894078671933304,0.0021208770490550276
"Pizza, Lẩu Đông Lạnh",Đồ Uống,43,105,1531,0.009706546275395033,0.4095238095238095,1.1849709184784298,0.0015151669562647446
Làm Sạch,"Hạt, Trái Cây Sấy",12,81,554,0.002708803611738149,0.14814814814814814,1.1846503543254445,0.0004222187119424809
"Mì, Bún, Nui Khô",Nước Ngọt,74,158,1756,0.016704288939051917,0.46835443037974683,1.1815547417894525,0.0025667391935755082
Nội Thất,Đồ Uống,11,27,1531,0.0024830699774266367,0.4074074074074074,1.178847037762779,0.00037671529536456236
Sữa Bột,Vệ Sinh,10,62,607,0.002257336343115124,0.16129032258064516,1.1771270659510018,0.0003396705206141176
"Mì, Bún, Nui Khô","Dụng Cụ Bếp, Phòng Ăn",47,158,1120,0.010609480812641084,0.2974683544303797,1.1765935804701626,0.001592364801858863
"Dầu Ăn, Gia Vị",Chăm Sóc Tóc,10,26,1449,0.002257336343115124,0.38461538461538464,1.1758772628337848,0.0003376322936677386
"Pizza, Lẩu Đông Lạnh",Bánh Kẹo,32,105,1149,0.007223476297968397,0.3047619047619048,1.1750176136599115,0.0010759290493199958
Dụng Cụ Văn Phòng,"Dụng Cụ Bếp, Phòng Ăn",19,64,1120,0.004288939051918736,0.296875,1.1742466517857142,0.0006364363640069507
Làm Sạch,Vệ Sinh,13,81,607,0.002934537246049661,0.16049382716049382,1.1713140927858117,0.00042919963923383027
Sữa,"Sữa Chua, Váng Sữa",16,83,730,0.0036117381489841984,0.1927710843373494,1.1698300049513122,0.0005243338819560864
Chăm Sóc Bé,Chăm Sóc Cơ Thể,12,65,702,0.002708803611738149,0.18461538461538463,1.1650230111768574,0.0003836962226559113
Trang Điểm,"Mì, Bún, Topokki Ăn Liền",22,46,1832,0.004966139954853273,0.4782608695652174,1.1564932599202582,0.000672003424221271
Chăm Sóc Bé,"Dụng Cụ Bếp, Phòng Ăn",19,65,1120,0.004288939051918736,0.2923076923076923,1.1561813186813188,0.0005793660095083286
"Đồ Chơi, Thú Bông","Mì, Bún, Topokki Ăn Liền",61,128,1832,0.013769751693002256,0.4765625,1.152386394650655,0.0018208500425479883
"Mì, Bún, Nui Khô",Chăm Sóc Răng Miệng,51,158,1244,0.011512415349887133,0.3227848101265823,1.1494668077658838,0.0014969757807683105
Đồ Dùng Phòng Tắm,Chăm Sóc Nhà Cửa,84,329,989,0.018961625282167043,0.2553191489361702,1.1436439128283458,0.0023816172311706026
Nội Thất,Bánh Kẹo,8,27,1149,0.0018058690744920992,0.2962962962962963,1.1423782355026915,0.00022507121055393917
"Pizza, Lẩu Đông Lạnh","Hạt, Trái Cây Sấy",15,105,554,0.003386004514672686,0.14285714285714285,1.1423414130995357,0.000421912977900524
"Muối, Đường","Sữa Chua, Váng Sữa",19,101,730,0.004288939051918736,0.18811881188118812,1.1415977214159774,0.0005319772330050093
Dụng Cụ Văn Phòng,Vệ Sinh,10,64,607,0.002257336343115124,0.15625,1.140341845140033,0.0002778103327915047
Thủy Sản Tươi Sống,Vệ Sinh,11,71,607,0.0024830699774266367,0.15492957746478872,1.1307051534909622,0.00028703330972387146
Chăm Sóc Bé,"Snack, Ăn Vặt",39,65,2351,0.008803611738148984,0.6,1.130582730752871,0.0010168204678749947
Thời Trang Nam,Bánh Các Loại,66,253,1025,0.014898419864559819,0.2608695652173913,1.1274655355249203,0.001684339792814231
"Đồ Chơi, Thú Bông",Nước Ngọt,57,128,1756,0.012866817155756207,0.4453125,1.1234250427107062,0.0014136122986613958
Nội Thất,Nước Ngọt,12,27,1756,0.002708803611738149,0.4444444444444444,1.1212351303467476,0.0002928932121947121
Nội Thất,"Snack, Ăn Vặt",16,27,2351,0.0036117381489841984,0.5925925925925926,1.1166249192620947,0.0003772248521011568
Chăm Sóc Bé,Đồ Uống,25,65,1531,0.0056433408577878106,0.38461538461538464,1.1128975531326937,0.0005724869935642982
Thời Trang Nam,Đồ Uống,97,253,1531,0.021896162528216703,0.383399209486166,1.1093785094864241,0.0021588390259313396
Chăm Sóc Da Mặt,Chăm Sóc Cơ Thể,34,194,702,0.007674943566591422,0.17525773195876287,1.105971157517549,0.000735392282253668
"Chả Giò, Cá Viên",Chăm Sóc Cơ Thể,48,274,702,0.010835214446952596,0.17518248175182483,1.10549628797804,0.0010339925298982408
Thời Trang Nam,"Sữa Chua, Váng Sữa",46,253,730,0.01038374717832957,0.18181818181818182,1.103362391033624,0.0009727438101595418
Chăm Sóc Da Mặt,"Dụng Cụ Bếp, Phòng Ăn",54,194,1120,0.01218961625282167,0.27835051546391754,1.1009756995581739,0.0011179674800890702
"Đồ Chơi, Thú Bông","Sữa Chua, Váng Sữa",23,128,730,0.005191873589164785,0.1796875,1.0904323630136987,0.0004305754424226366
Chăm Sóc Bé,Nước Ngọt,28,65,1756,0.006320541760722348,0.4307692307692308,1.0867355878745402,0.0005044611692288882
"Mì, Bún, Nui Khô",Làm Sạch Cơ Thể,46,158,1189,0.01038374717832957,0.2911392405063291,1.084732409960503,0.0008111124133116602
"Đồ Chơi, Thú Bông",Bánh Kẹo,36,128,1149,0.008126410835214447,0.28125,1.0843668407310705,0.0006322579987668737
Thời Trang Nam,Bánh Kẹo,71,253,1149,0.016027088036117382,0.28063241106719367,1.0819857102068478,0.0012144265703264746
"Pizza, Lẩu Đông Lạnh",Chăm Sóc Cơ Thể,18,105,702,0.004063205417607223,0.17142857142857143,1.0818070818070817,0.00030726271216668585
Thực Phẩm Đông Lạnh,"Dụng Cụ Bếp, Phòng Ăn",44,161,1120,0.009932279909706547,0.2732919254658385,1.0809671694764862,0.0007439528354284599
Chăm Sóc Bé,"Mì, Bún, Topokki Ăn Liền",29,65,1832,0.00654627539503386,0.4461538461538462,1.0788545515619752,0.0004784737756625508
"Pizza, Lẩu Đông Lạnh","Snack, Ăn Vặt",60,105,2351,0.013544018058690745,0.5714285714285714,1.0767454578598772,0.0009653552374789161
Thời Trang Nam,Sữa Nước,49,253,802,0.011060948081264108,0.19367588932806323,1.0698057228470326,0.0007217361617129249
Cà Phê,Vệ Sinh,61,417,607,0.013769751693002256,0.14628297362110312,1.067600614730621,0.0008719025319874237
Vệ Sinh,Cà Phê,61,607,417,0.013769751693002256,0.10049423393739704,1.0676006147306207,0.0008719025319874237
Làm Sạch,Bánh Các Loại,20,81,1025,0.004514672686230248,0.24691358024691357,1.0671484492622703,0.00028407788065162084
