ante_parent_cat,cons_parent_cat,co_count,ante_count,cons_count,support,confidence,lift,leverage
Sữa Nước,"Rong Biển, Bánh Tráng",94,802,315,0.021218961625282168,0.1172069825436409,1.6483394687883466,0.008346029788686822
Rau Củ,Bánh Kẹo,38,89,1149,0.008577878103837472,0.42696629213483145,1.6461798730698898,0.003367099959745019
Sữa Nước,Nước Ngọt,523,802,1756,0.118058690744921,0.6521197007481296,1.6451539147575254,0.046297204062186306
Nước Ngọt,Sữa Nước,523,1756,802,0.118058690744921,0.2978359908883827,1.6451539147575254,0.046297204062186306
Cà Phê,Đồ Uống,237,417,1531,0.05349887133182844,0.5683453237410072,1.6445263123270162,0.02096739346442529
Đồ Uống,Cà Phê,237,1531,417,0.05349887133182844,0.15480078380143697,1.6445263123270162,0.02096739346442529
Đồ Uống,"Rong Biển, Bánh Tráng",179,1531,315,0.04040632054176072,0.11691704768125408,1.64426197215224,0.015832182584369858
"Rong Biển, Bánh Tráng",Đồ Uống,179,315,1531,0.04040632054176072,0.5682539682539682,1.6442619721522398,0.015832182584369858
"Pizza, Cơm, Lẩu",Bánh Các Loại,27,71,1025,0.006094808126410835,0.38028169014084506,1.6435589144623841,0.002386508975841915
Trà,"Sốt, Gia Vị Các Loại",34,311,295,0.007674943566591422,0.10932475884244373,1.6417243446509349,0.0030000152867020987
"Sốt, Gia Vị Các Loại",Trà,34,295,311,0.007674943566591422,0.1152542372881356,1.6417243446509346,0.0030000152867020987
"Muối, Đường",Bánh Kẹo,43,101,1149,0.009706546275395033,0.42574257425742573,1.6414617963101794,0.00379319130288562
Sữa,Nước Ngọt,54,83,1756,0.01218961625282167,0.6506024096385542,1.6413261245437332,0.004762928728299253
Sữa,Đồ Uống,47,83,1531,0.010609480812641084,0.5662650602409639,1.6385069999134356,0.004134390493709522
Làm Sạch,Chăm Sóc Cơ Thể,21,81,702,0.004740406320541761,0.25925925925925924,1.636066265695895,0.001842964804916203
"Gạo, Bột, Đậu",Nước Ngọt,166,256,1756,0.03747178329571106,0.6484375,1.6358645358769932,0.014565373581521438
Cà Phê,"Snack, Ăn Vặt",362,417,2351,0.08171557562076749,0.86810551558753,1.6357751739909645,0.031760314702240514
"Snack, Ăn Vặt",Cà Phê,362,2351,417,0.08171557562076749,0.15397703105061675,1.6357751739909643,0.031760314702240514
Sữa Nước,Trà,92,802,311,0.02076749435665914,0.11471321695760599,1.6340178492675066,0.008058028321163419
Trà,Sữa Nước,92,311,802,0.02076749435665914,0.2958199356913183,1.6340178492675064,0.008058028321163419
"Trà, Cà Phê Pha Chế","Snack, Ăn Vặt",13,15,2351,0.002934537246049661,0.8666666666666667,1.6330639444208137,0.0011375854144479714
Thời Trang Nam,Chăm Sóc Răng Miệng,116,253,1244,0.02618510158013544,0.45849802371541504,1.6327542162856017,0.010147720497938842
Thực Phẩm Đông Lạnh,"Tương Ớt, Tương Cà, Tương Đen",21,161,354,0.004740406320541761,0.13043478260869565,1.6322770817980838,0.0018362386559931513
"Tương Ớt, Tương Cà, Tương Đen",Nước Ngọt,229,354,1756,0.05169300225733634,0.6468926553672316,1.6319672342123213,0.020017732574433497
Nước Ngọt,"Tương Ớt, Tương Cà, Tương Đen",229,1756,354,0.05169300225733634,0.1304100227790433,1.6319672342123213,0.020017732574433497
"Dầu Ăn, Gia Vị",Bánh Kẹo,11,26,1149,0.0024830699774266367,0.4230769230769231,1.6311843074245165,0.0009608201825232233
Thủy Sản Tươi Sống,Đồ Uống,40,71,1531,0.009029345372460496,0.5633802816901409,1.63015979613803,0.003490412690000967
"Pizza, Cơm, Lẩu",Bánh Kẹo,30,71,1149,0.006772009029345372,0.4225352112676056,1.6290957231640497,0.002615096127878359
Món Ăn Nhanh,Sữa Nước,46,156,802,0.01038374717832957,0.2948717948717949,1.6287806125711362,0.004008580935444256
"Snack, Ăn Vặt",Sữa Nước,693,2351,802,0.1564334085778781,0.2947681837515951,1.6282082967825016,0.06035638398157442
Sữa Nước,"Snack, Ăn Vặt",693,802,2351,0.1564334085778781,0.8640897755610972,1.6282082967825013,0.06035638398157442
"Gạo, Bột, Đậu",Bánh Kẹo,108,256,1149,0.02437923250564334,0.421875,1.6265502610966058,0.009390926832748194
"Bơ, Phô Mai",Bánh Các Loại,79,210,1025,0.01783295711060948,0.3761904761904762,1.625876887340302,0.006864748355405631
Đồ Uống,"Snack, Ăn Vặt",1321,1531,2351,0.2981941309255079,0.8628347485303723,1.6258434436365585,0.1147852473133621
"Snack, Ăn Vặt",Đồ Uống,1321,2351,1531,0.2981941309255079,0.5618885580603998,1.6258434436365585,0.1147852473133621
Nước Ngọt,"Sốt, Gia Vị Các Loại",190,1756,295,0.04288939051918736,0.1082004555808656,1.6248407397397786,0.01649333245010166
"Sốt, Gia Vị Các Loại",Nước Ngọt,190,295,1756,0.04288939051918736,0.6440677966101694,1.6248407397397784,0.01649333245010166
"Tương Ớt, Tương Cà, Tương Đen",Bánh Các Loại,133,354,1025,0.03002257336343115,0.3757062146892655,1.6237839327545818,0.01153330717608752
Bánh Các Loại,"Tương Ớt, Tương Cà, Tương Đen",133,1025,354,0.03002257336343115,0.12975609756097561,1.6237839327545818,0.01153330717608752
"Sữa Chua, Váng Sữa",Bánh Các Loại,274,730,1025,0.0618510158013544,0.37534246575342467,1.6222118275977282,0.02372343298564579
Bánh Các Loại,"Sữa Chua, Váng Sữa",274,1025,730,0.0618510158013544,0.2673170731707317,1.6222118275977282,0.02372343298564579
"Bơ, Phô Mai",Nước Ngọt,135,210,1756,0.030474040632054177,0.6428571428571429,1.6217865278229746,0.011683626413383
Khô Chế Biến Sẵn,"Rong Biển, Bánh Tráng",22,191,315,0.004966139954853273,0.11518324607329843,1.619878666999086,0.0019003918491304417
"Pizza, Lẩu Đông Lạnh","Dụng Cụ Bếp, Phòng Ăn",43,105,1120,0.009706546275395033,0.4095238095238095,1.619812925170068,0.003714159053039759
Trà,"Sữa Chua, Váng Sữa",83,311,730,0.01873589164785553,0.26688102893890675,1.6195656961635028,0.007167425056942966
"Sữa Chua, Váng Sữa",Trà,83,730,311,0.01873589164785553,0.1136986301369863,1.6195656961635028,0.007167425056942966
"Bánh Bao, Bánh Giò, Há Cảo","Trà, Cà Phê Đóng Chai",19,152,342,0.004288939051918736,0.125,1.6191520467836258,0.00164005931240414
Đồ Uống,Trà,174,1531,311,0.03927765237020316,0.11365120836054866,1.6188902026920597,0.015015566958302976
Trà,Đồ Uống,174,311,1531,0.03927765237020316,0.5594855305466238,1.6188902026920595,0.015015566958302976
"Rong Biển, Bánh Tráng","Sữa Chua, Váng Sữa",84,315,730,0.018961625282167043,0.26666666666666666,1.6182648401826485,0.007244368124168786
"Sữa Chua, Váng Sữa","Rong Biển, Bánh Tráng",84,730,315,0.018961625282167043,0.11506849315068493,1.6182648401826485,0.007244368124168786
"Gạo, Bột, Đậu",Đồ Uống,143,256,1531,0.032279909706546275,0.55859375,1.6163098056825604,0.012308546795142906
"Sốt, Gia Vị Các Loại","Snack, Ăn Vặt",253,295,2351,0.05711060948081264,0.8576271186440678,1.6160306829405446,0.021770556792646077
"Snack, Ăn Vặt","Sốt, Gia Vị Các Loại",253,2351,295,0.05711060948081264,0.10761378136962994,1.6160306829405446,0.021770556792646077
"Trà, Cà Phê Đóng Chai",Đồ Uống,191,342,1531,0.04311512415349887,0.5584795321637427,1.6159793125312738,0.016434631514045932
Đồ Uống,"Trà, Cà Phê Đóng Chai",191,1531,342,0.04311512415349887,0.1247550620509471,1.6159793125312738,0.016434631514045932
Trà,Nước Ngọt,199,311,1756,0.04492099322799097,0.639871382636656,1.6142541145104705,0.01709328455176842
Nước Ngọt,Trà,199,1756,311,0.04492099322799097,0.1133257403189066,1.6142541145104703,0.01709328455176842
Nước Ngọt,"Snack, Ăn Vặt",1504,1756,2351,0.3395033860045147,0.856492027334852,1.6138918252204995,0.12914022491834354
"Snack, Ăn Vặt",Nước Ngọt,1504,2351,1756,0.3395033860045147,0.6397277754147171,1.6138918252204995,0.12914022491834354
"Gạo, Bột, Đậu",Trà,29,256,311,0.00654627539503386,0.11328125,1.6136203778135048,0.0024893884809604125
"Sữa Chua, Váng Sữa",Đồ Uống,407,730,1531,0.09187358916478555,0.5575342465753425,1.613244096883584,0.03492399961273688
Đồ Uống,"Sữa Chua, Váng Sữa",407,1531,730,0.09187358916478555,0.26583932070542127,1.613244096883584,0.03492399961273688
Trái Cây,Rượu,17,133,351,0.003837471783295711,0.12781954887218044,1.6132210869052972,0.0014587080698500376
"Trà, Cà Phê Pha Chế","Mì, Bún, Topokki Ăn Liền",10,15,1832,0.002257336343115124,0.6666666666666666,1.6120815138282387,0.0008570744309525143
"Snack, Ăn Vặt",Bánh Kẹo,983,2351,1149,0.2218961625282167,0.4181199489578903,1.612072562126592,0.08424965222752728
Bánh Kẹo,"Snack, Ăn Vặt",983,1149,2351,0.2218961625282167,0.855526544821584,1.6120725621265914,0.08424965222752728
"Tương Ớt, Tương Cà, Tương Đen",Bánh Kẹo,148,354,1149,0.033408577878103835,0.4180790960451977,1.6119150526372725,0.012682561439803511
Bánh Kẹo,"Tương Ớt, Tương Cà, Tương Đen",148,1149,354,0.033408577878103835,0.1288076588337685,1.6119150526372723,0.012682561439803511
Trà,Bánh Kẹo,130,311,1149,0.029345372460496615,0.4180064308681672,1.611634890118347,0.011136922990690402
Bánh Kẹo,Trà,130,1149,311,0.029345372460496615,0.11314186248912098,1.611634890118347,0.011136922990690402
"Bánh Bao, Bánh Giò, Há Cảo","Snack, Ăn Vặt",130,152,2351,0.029345372460496615,0.8552631578947368,1.6115762609415925,0.011136260566932822
Tẩy Trang,"Dụng Cụ Bếp, Phòng Ăn",11,27,1120,0.0024830699774266367,0.4074074074074074,1.6114417989417988,0.0009421704059638521
"Xúc Xích, Lạp Xưởng, Thịt Nguội","Snack, Ăn Vặt",124,145,2351,0.02799097065462754,0.8551724137931035,1.6114052714178853,0.010620436282477871
Bữa Sáng,Trà,32,283,311,0.007223476297968397,0.11307420494699646,1.610671150852715,0.0027387145921762652
Trà,Bữa Sáng,32,311,283,0.007223476297968397,0.10289389067524116,1.610671150852715,0.0027387145921762652
Thực Phẩm Đông Lạnh,Bánh Các Loại,60,161,1025,0.013544018058690745,0.37267080745341613,1.6106650507498863,0.00513505801303446
"Snack, Ăn Vặt",Bánh Các Loại,876,2351,1025,0.19774266365688487,0.3726074011059124,1.6103910116089677,0.07495095516410273
Bánh Các Loại,"Snack, Ăn Vặt",876,1025,2351,0.19774266365688487,0.8546341463414634,1.6103910116089675,0.07495095516410273
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Bánh Các Loại,54,145,1025,0.01218961625282167,0.3724137931034483,1.6095542472666107,0.004616329255180918
Thực Phẩm Đông Lạnh,"Trà, Cà Phê Đóng Chai",20,161,342,0.004514672686230248,0.12422360248447205,1.6090952017725475,0.001708951383191761
Cà Phê,Bánh Kẹo,174,417,1149,0.03927765237020316,0.4172661870503597,1.6087808604291503,0.014863107582713801
Bánh Kẹo,Cà Phê,174,1149,417,0.03927765237020316,0.1514360313315927,1.60878086042915,0.014863107582713801
"Hạt, Trái Cây Sấy",Đồ Uống,308,554,1531,0.06952595936794582,0.555956678700361,1.6086793511708684,0.026306681817486965
Đồ Uống,"Hạt, Trái Cây Sấy",308,1531,554,0.06952595936794582,0.20117570215545394,1.608679351170868,0.026306681817486965
Bánh Tươi,Nước Ngọt,183,287,1756,0.04130925507900677,0.6376306620209059,1.6086012714992104,0.015629022313489494
Nước Ngọt,Bánh Tươi,183,1756,287,0.04130925507900677,0.10421412300683372,1.6086012714992104,0.015629022313489494
Thực Phẩm Đóng Hộp,Nước Ngọt,102,160,1756,0.023024830699774266,0.6375,1.6082716400911161,0.008708324628405751
Bữa Sáng,Bánh Kẹo,118,283,1149,0.026636568848758466,0.4169611307420495,1.607604707734795,0.010067465311925157
Bánh Kẹo,Bữa Sáng,118,1149,283,0.026636568848758466,0.10269799825935597,1.6076047077347948,0.010067465311925157
Tráng Miệng,Đồ Uống,10,18,1531,0.002257336343115124,0.5555555555555556,1.6075186878583352,0.0008530998884070744
Bánh Các Loại,Nước Ngọt,653,1025,1756,0.1474040632054176,0.6370731707317073,1.6071948441580088,0.055688946185713045
Nước Ngọt,Bánh Các Loại,653,1756,1025,0.1474040632054176,0.37186788154897493,1.6071948441580088,0.055688946185713045
Thời Trang Nam,Chăm Sóc Tóc,133,253,1449,0.03002257336343115,0.525691699604743,1.60718718374673,0.011342376266885439
"Tương Ớt, Tương Cà, Tương Đen",Sữa Nước,103,354,802,0.023250564334085778,0.2909604519774011,1.6071755639150709,0.008783840936769103
Sữa Nước,"Tương Ớt, Tương Cà, Tương Đen",103,802,354,0.023250564334085778,0.128428927680798,1.6071755639150709,0.008783840936769103
Điện Gia Dụng,Bánh Kẹo,10,24,1149,0.002257336343115124,0.4166666666666667,1.6064693936756602,0.0008521826862812039
Thủy Sản Tươi Sống,Trà,8,71,311,0.0018058690744920992,0.11267605633802817,1.60499977356098,0.0006807168444170415
Món Ăn Nhanh,Nước Ngọt,99,156,1756,0.02234762979683973,0.6346153846153846,1.600994392850885,0.008389036377255427
Nước Ngọt,Bánh Kẹo,729,1756,1149,0.16455981941309256,0.4151480637813212,1.600614379940168,0.061749410188077405
Bánh Kẹo,Nước Ngọt,729,1149,1756,0.16455981941309256,0.6344647519582245,1.6006143799401678,0.061749410188077405
Thủy Sản Tươi Sống,Rượu,9,71,351,0.0020316027088036117,0.1267605633802817,1.5998555435175152,0.0007617363655356205
Thực Phẩm Đóng Hộp,"Hạt, Trái Cây Sấy",32,160,554,0.007223476297968397,0.2,1.59927797833935,0.0027067653847917695
"Bánh Bao, Bánh Giò, Há Cảo",Đồ Uống,84,152,1531,0.018961625282167043,0.5526315789473685,1.5990580631853966,0.00710362855352129
Thủy sản,"Dụng Cụ Bếp, Phòng Ăn",57,141,1120,0.012866817155756207,0.40425531914893614,1.5989741641337385,0.0048198971714505535
"Pizza, Lẩu Đông Lạnh",Vệ Sinh,23,105,607,0.005191873589164785,0.21904761904761905,1.5986506629010748,0.001944213728477597
"Gạo, Bột, Đậu","Snack, Ăn Vặt",217,256,2351,0.04898419864559819,0.84765625,1.5972425297745638,0.018316220719596023
"Snack, Ăn Vặt","Sữa Chua, Váng Sữa",618,2351,730,0.13950338600451467,0.2628668651637601,1.5952057707882978,0.0520517301998991
"Sữa Chua, Váng Sữa","Snack, Ăn Vặt",618,730,2351,0.13950338600451467,0.8465753424657534,1.5952057707882974,0.0520517301998991
"Hạt Nêm, Bột Ngọt","Snack, Ăn Vặt",11,13,2351,0.0024830699774266367,0.8461538461538461,1.5944115433694335,0.0009257117233718388
Trang Điểm,Bánh Kẹo,19,46,1149,0.004288939051918736,0.41304347826086957,1.5925000946002197,0.0015957278763203894
"Pizza, Cơm, Lẩu","Snack, Ăn Vặt",60,71,2351,0.013544018058690745,0.8450704225352113,1.5923700433139027,0.00503844605577608
Cà Phê,Bánh Tươi,43,417,287,0.009706546275395033,0.10311750599520383,1.5916743956750976,0.0036082222075016933
Bánh Tươi,Cà Phê,43,287,417,0.009706546275395033,0.14982578397212543,1.5916743956750974,0.0036082222075016933
Bánh Các Loại,Bánh Kẹo,423,1025,1149,0.09548532731376976,0.41268292682926827,1.5911099789849075,0.03547355655315442
Bánh Kẹo,Bánh Các Loại,423,1149,1025,0.09548532731376976,0.3681462140992167,1.5911099789849075,0.03547355655315442
Khô Chế Biến Sẵn,"Hạt, Trái Cây Sấy",38,191,554,0.008577878103837472,0.19895287958115182,1.5909047952066833,0.003186054451232873
"Xúc Xích, Lạp Xưởng, Thịt Nguội","Sữa Chua, Váng Sữa",38,145,730,0.008577878103837472,0.2620689655172414,1.590363722248465,0.0031842200469811323
Sữa,"Snack, Ăn Vặt",70,83,2351,0.01580135440180587,0.8433734939759037,1.5891725131064454,0.005858220933609853
Khô Chế Biến Sẵn,"Sữa Chua, Váng Sữa",50,191,730,0.011286681715575621,0.2617801047120419,1.5886107724306104,0.004181932137233821
Thực Phẩm Bổ Sung,Bánh Các Loại,94,256,1025,0.021218961625282168,0.3671875,1.586966463414634,0.007848192857033668
Sữa Bột,Đồ Uống,34,62,1531,0.007674943566591422,0.5483870967741935,1.586776511240808,0.0028381291114859186
Bánh Tươi,"Sữa Chua, Váng Sữa",75,287,730,0.016930022573363433,0.2613240418118467,1.5858431578444945,0.006254299384965021
"Sữa Chua, Váng Sữa",Bánh Tươi,75,730,287,0.016930022573363433,0.10273972602739725,1.5858431578444943,0.006254299384965021
Cà Phê,"Rong Biển, Bánh Tráng",47,417,315,0.010609480812641084,0.11270983213429256,1.5850938296981463,0.003916198299099613
"Rong Biển, Bánh Tráng",Cà Phê,47,315,417,0.010609480812641084,0.1492063492063492,1.585093829698146,0.003916198299099613
"Muối, Đường",Bánh Các Loại,37,101,1025,0.008352144469525959,0.36633663366336633,1.5832890606133785,0.0030769583539279177
Thực Phẩm Bổ Sung,"Snack, Ăn Vặt",215,256,2351,0.04853273137697517,0.83984375,1.5825214004678858,0.017864753450973
Bánh Tươi,"Snack, Ăn Vặt",241,287,2351,0.05440180586907449,0.8397212543554007,1.5822905813672585,0.02002012749109549
"Snack, Ăn Vặt",Bánh Tươi,241,2351,287,0.05440180586907449,0.10250957039557634,1.5822905813672585,0.02002012749109549
"Snack, Ăn Vặt","Mì, Bún, Topokki Ăn Liền",1537,2351,1832,0.34695259593679456,0.6537643555933645,1.5808821480778412,0.12748487890384153
"Mì, Bún, Topokki Ăn Liền","Snack, Ăn Vặt",1537,1832,2351,0.34695259593679456,0.8389737991266376,1.580882148077841,0.12748487890384153
"Muối, Đường",Cà Phê,15,101,417,0.003386004514672686,0.1485148514851485,1.5777477028278366,0.0012399044071562146
Món Ăn Nhanh,"Trà, Cà Phê Đóng Chai",19,156,342,0.004288939051918736,0.12179487179487179,1.5776353276353277,0.0015703519508379663
Thủy Sản Tươi Sống,"Hạt, Trái Cây Sấy",14,71,554,0.003160270880361174,0.19718309859154928,1.5767529363909083,0.0011559804126390454
Món Ăn Nhanh,Đồ Uống,85,156,1531,0.019187358916478554,0.5448717948717948,1.5766048669379824,0.007017309642342125
Cà Phê,Bánh Các Loại,152,417,1025,0.03431151241534989,0.3645083932853717,1.5753874948821431,0.012531783601445103
Bánh Các Loại,Cà Phê,152,1025,417,0.03431151241534989,0.14829268292682926,1.575387494882143,0.012531783601445103
"Rong Biển, Bánh Tráng","Snack, Ăn Vặt",263,315,2351,0.059367945823927765,0.834920634920635,1.5732447523174873,0.021631957360292282
"Snack, Ăn Vặt","Rong Biển, Bánh Tráng",263,2351,315,0.059367945823927765,0.1118672905146746,1.5732447523174873,0.021631957360292282
"Bơ, Phô Mai","Sốt, Gia Vị Các Loại",22,210,295,0.004966139954853273,0.10476190476190476,1.5732041969330106,0.0018094359716482634
"Chả Giò, Cá Viên","Sữa Chua, Váng Sữa",71,274,730,0.016027088036117382,0.2591240875912409,1.5724927507249278,0.00583493419074747
Điện Gia Dụng,"Snack, Ăn Vặt",20,24,2351,0.004514672686230248,0.8333333333333334,1.570253792712321,0.0016395497556675443
"Gạo, Bột, Đậu",Bánh Các Loại,93,256,1025,0.020993227990970656,0.36328125,1.5700838414634146,0.0076224592227221565
Đồ Uống,"Sốt, Gia Vị Các Loại",160,1531,295,0.03611738148984198,0.10450685826257348,1.569374176621019,0.013103506259904509
"Sốt, Gia Vị Các Loại",Đồ Uống,160,295,1531,0.03611738148984198,0.5423728813559322,1.5693741766210187,0.013103506259904509
Khô Chế Biến Sẵn,"Snack, Ăn Vặt",159,191,2351,0.03589164785553047,0.8324607329842932,1.568609547903198,0.013010461199802287
Thực Phẩm Đông Lạnh,"Snack, Ăn Vặt",134,161,2351,0.030248306997742665,0.8322981366459627,1.5683031668828646,0.01096102400521786
"Gạo, Bột, Đậu","Mì, Bún, Topokki Ăn Liền",166,256,1832,0.03747178329571106,0.6484375,1.5680011599344978,0.013573979994802525
Thực Phẩm Bổ Sung,Bánh Tươi,26,256,287,0.005869074492099322,0.1015625,1.5676720383275262,0.0021252592369897425
"Đồ Chơi, Thú Bông",Bánh Tươi,13,128,287,0.002934537246049661,0.1015625,1.5676720383275262,0.0010626296184948713
"Pizza, Cơm, Lẩu","Mì, Bún, Topokki Ăn Liền",46,71,1832,0.01038374717832957,0.647887323943662,1.5666707669598376,0.0037558407940932173
Bữa Sáng,"Sữa Chua, Váng Sữa",73,283,730,0.016478555304740405,0.2579505300353357,1.5653710247349824,0.005951622683427686
"Sữa Chua, Váng Sữa",Bữa Sáng,73,730,283,0.016478555304740405,0.1,1.5653710247349824,0.005951622683427686
"Dụng Cụ Bếp, Phòng Ăn",Làm Sạch Cơ Thể,470,1120,1189,0.10609480812641084,0.41964285714285715,1.5635137570587527,0.03823815662754969
Làm Sạch Cơ Thể,"Dụng Cụ Bếp, Phòng Ăn",470,1189,1120,0.10609480812641084,0.3952901597981497,1.5635137570587527,0.03823815662754969
Trái Cây,"Hạt, Trái Cây Sấy",26,133,554,0.005869074492099322,0.19548872180451127,1.563204038978312,0.0021145585455212505
Trà,"Snack, Ăn Vặt",258,311,2351,0.058239277652370205,0.8295819935691319,1.563185126121333,0.020982476343828507
"Snack, Ăn Vặt",Trà,258,2351,311,0.058239277652370205,0.10974053594215227,1.563185126121333,0.020982476343828507
Bánh Tươi,Đồ Uống,155,287,1531,0.034988713318284424,0.5400696864111498,1.5627098045730854,0.0125989431793283
Đồ Uống,Bánh Tươi,155,1531,287,0.034988713318284424,0.10124101894186806,1.5627098045730854,0.0125989431793283
"Chả Giò, Cá Viên","Snack, Ăn Vặt",227,274,2351,0.05124153498871332,0.8284671532846716,1.5610844274994022,0.018417214864789117
Sữa,"Trà, Cà Phê Đóng Chai",10,83,342,0.002257336343115124,0.12048192771084337,1.5606284788275913,0.0008109085906170222
"Đèn, Ổ Cắm Điện",Bánh Kẹo,17,42,1149,0.003837471783295711,0.40476190476190477,1.56057026814207,0.001378452883836351
"Tương Ớt, Tương Cà, Tương Đen",Cà Phê,52,354,417,0.011738148984198645,0.14689265536723164,1.5605143004240676,0.004216174349932992
Cà Phê,"Tương Ớt, Tương Cà, Tương Đen",52,417,354,0.011738148984198645,0.12470023980815348,1.5605143004240676,0.004216174349932992
Rau Củ,Rượu,11,89,351,0.0024830699774266367,0.12359550561797752,1.5599090879989754,0.0008912656879780279
"Hạt, Trái Cây Sấy",Bánh Kẹo,224,554,1149,0.05056433408577878,0.4043321299638989,1.5589132600000628,0.01812870384052912
Bánh Kẹo,"Hạt, Trái Cây Sấy",224,1149,554,0.05056433408577878,0.19495213228894692,1.5589132600000628,0.01812870384052912
Đồ Uống,Rượu,189,1531,351,0.04266365688487585,0.12344872632266493,1.558056574385771,0.01528104601806888
Rượu,Đồ Uống,189,351,1531,0.04266365688487585,0.5384615384615384,1.5580565743857708,0.01528104601806888
Bữa Sáng,Bánh Các Loại,102,283,1025,0.023024830699774266,0.36042402826855124,1.557735068516763,0.008243863662999555
Trà,Bánh Các Loại,112,311,1025,0.02528216704288939,0.36012861736334406,1.5564583169947455,0.009038772172087501
Bánh Các Loại,Trà,112,1025,311,0.02528216704288939,0.10926829268292683,1.5564583169947455,0.009038772172087501
Món Ăn Nhanh,"Sữa Chua, Váng Sữa",40,156,730,0.009029345372460496,0.2564102564102564,1.556023884791008,0.0032265132561185026
"Dụng Cụ Bếp, Phòng Ăn",Chăm Sóc Tóc,570,1120,1449,0.12866817155756208,0.5089285714285714,1.5559375924282757,0.045973227889059304
Chăm Sóc Tóc,"Dụng Cụ Bếp, Phòng Ăn",570,1449,1120,0.12866817155756208,0.39337474120082816,1.5559375924282757,0.045973227889059304
Bánh Kẹo,"Trà, Cà Phê Đóng Chai",138,1149,342,0.031151241534988713,0.12010443864229765,1.5557387812437973,0.011127801925105353
"Trà, Cà Phê Đóng Chai",Bánh Kẹo,138,342,1149,0.031151241534988713,0.40350877192982454,1.555738781243797,0.011127801925105353
"Sốt, Gia Vị Các Loại",Bánh Kẹo,119,295,1149,0.026862302483069977,0.4033898305084746,1.5552801994365035,0.009590622117819712
Bánh Kẹo,"Sốt, Gia Vị Các Loại",119,1149,295,0.026862302483069977,0.10356832027850305,1.5552801994365035,0.009590622117819712
"Muối, Đường","Snack, Ăn Vặt",83,101,2351,0.01873589164785553,0.8217821782178217,1.5484878985559125,0.006636415981737486
Chăm Sóc Bé,Làm Sạch Cơ Thể,27,65,1189,0.006094808126410835,0.4153846153846154,1.5476483146794333,0.0021566988876376434
"Hạt, Trái Cây Sấy","Snack, Ăn Vặt",455,554,2351,0.10270880361173815,0.8212996389891697,1.5475786476912043,0.03634138263124907
"Snack, Ăn Vặt","Hạt, Trái Cây Sấy",455,2351,554,0.10270880361173815,0.19353466609953213,1.5475786476912043,0.03634138263124907
"Muối, Đường",Đồ Uống,54,101,1531,0.01218961625282167,0.5346534653465347,1.547037786730992,0.004310289479182059
Thực Phẩm Đông Lạnh,"Mì, Bún, Topokki Ăn Liền",103,161,1832,0.023250564334085778,0.639751552795031,1.54699747755567,0.008221086476873765
Sữa Bột,Nước Ngọt,38,62,1756,0.008577878103837472,0.6129032258064516,1.5462194136233376,0.0030302320011821723
Khô Chế Biến Sẵn,Nước Ngọt,117,191,1756,0.026410835214446954,0.612565445026178,1.5453672673496406,0.009320506091750787
Rượu,Nước Ngọt,215,351,1756,0.04853273137697517,0.6125356125356125,1.545292006567633,0.017125896182910487
Nước Ngọt,Rượu,215,1756,351,0.04853273137697517,0.1224373576309795,1.545292006567633,0.017125896182910487
"Sữa Chua, Váng Sữa",Nước Ngọt,447,730,1756,0.10090293453724605,0.6123287671232877,1.5447701812962211,0.035583875586627206
Nước Ngọt,"Sữa Chua, Váng Sữa",447,1756,730,0.10090293453724605,0.25455580865603644,1.5447701812962211,0.035583875586627206
Rượu,Sữa Nước,98,351,802,0.022121896162528215,0.2792022792022792,1.5422270534489986,0.0077777721160362575
Sữa Nước,Rượu,98,802,351,0.022121896162528215,0.12219451371571072,1.5422270534489984,0.0077777721160362575
Chăm Sóc Da Mặt,Trà,21,194,311,0.004740406320541761,0.10824742268041238,1.5419166639042663,0.0016660467059704765
Thực Phẩm Đóng Hộp,Bánh Các Loại,57,160,1025,0.012866817155756207,0.35625,1.5396951219512196,0.004510086675600895
Bữa Sáng,Cà Phê,41,283,417,0.00925507900677201,0.14487632508833923,1.5390938132885916,0.0032417490025426878
"Mì, Bún, Nui Khô","Sữa Chua, Váng Sữa",40,158,730,0.009029345372460496,0.25316455696202533,1.536327379920236,0.0031521179725756566
Cà Phê,"Hạt, Trái Cây Sấy",80,417,554,0.01805869074492099,0.19184652278177458,1.5340795955293525,0.006287012927454405
"Hạt, Trái Cây Sấy",Cà Phê,80,554,417,0.01805869074492099,0.1444043321299639,1.5340795955293525,0.006287012927454405
Chăm Sóc Cơ Thể,"Dụng Cụ Bếp, Phòng Ăn",272,702,1120,0.06139954853273138,0.38746438746438744,1.5325600325600324,0.021336159674698978
"Dụng Cụ Bếp, Phòng Ăn",Chăm Sóc Cơ Thể,272,1120,702,0.06139954853273138,0.24285714285714285,1.5325600325600324,0.021336159674698978
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Nước Ngọt,88,145,1756,0.019864559819413093,0.6068965517241379,1.5310659021286623,0.006890226192235376
"Rong Biển, Bánh Tráng",Bánh Kẹo,125,315,1149,0.028216704288939052,0.3968253968253968,1.5299708511196761,0.009774062542993851
Bánh Kẹo,"Rong Biển, Bánh Tráng",125,1149,315,0.028216704288939052,0.10879025239338555,1.5299708511196761,0.009774062542993851
Trà,"Tương Ớt, Tương Cà, Tương Đen",38,311,354,0.008577878103837472,0.12218649517684887,1.5290569876650861,0.0029679641679702827
